Unnamed: 0,GeneNames,value1,value2,log2FC,p-value
3498,LOC_Os01g57964.1,1,6,-2.584962501,0.139888856
3499,LOC_Os07g37790.1,1,6,-2.584962501,0.139888856
3500,LOC_Os10g03320.1,1,6,-2.584962501,0.139888856
3501,LOC_Os01g44110.1,1,6,-2.584962501,0.139888856
3502,LOC_Os02g45810.2,1,6,-2.584962501,0.139888856
3503,LOC_Os03g10750.1,1,6,-2.584962501,0.139888856
3504,LOC_Os04g53380.1,1,6,-2.584962501,0.139888856
3505,LOC_Os11g19210.1,1,6,-2.584962501,0.139888856
3506,LOC_Os12g07290.1,1,6,-2.584962501,0.139888856
3507,LOC_Os09g32240.2,1,6,-2.584962501,0.139888856
3508,LOC_Os03g24844.3,1,6,-2.584962501,0.139888856
3509,LOC_Os05g32544.1,1,6,-2.584962501,0.139888856
3510,LOC_Os06g35770.1,1,6,-2.584962501,0.139888856
3511,LOC_Os02g29230.1,1,6,-2.584962501,0.139888856
3512,LOC_Os11g05550.1,1,6,-2.584962501,0.139888856
3513,LOC_Os04g16820.1,1,6,-2.584962501,0.139888856
3514,LOC_Os08g10550.1,1,6,-2.584962501,0.139888856
3515,LOC_Os10g25320.1,1,6,-2.584962501,0.139888856
3516,LOC_Os01g48690.1,1,6,-2.584962501,0.139888856
3517,LOC_Os09g21380.1,1,6,-2.584962501,0.139888856
3518,LOC_Os03g31150.1,1,6,-2.584962501,0.139888856
3519,LOC_Os05g41110.2,1,6,-2.584962501,0.139888856
3520,LOC_Os06g46820.1,1,6,-2.584962501,0.139888856
3521,LOC_Os06g21330.1,1,6,-2.584962501,0.139888856
3522,LOC_Os04g57010.1,1,6,-2.584962501,0.139888856
3523,LOC_Os03g10240.2,1,6,-2.584962501,0.139888856
3524,LOC_Os10g37430.1,1,6,-2.584962501,0.139888856
3525,LOC_Os02g08110.1,1,6,-2.584962501,0.139888856
3526,LOC_Os08g03440.1,1,6,-2.584962501,0.139888856
3527,LOC_Os02g42670.1,1,6,-2.584962501,0.139888856
3528,LOC_Os06g40440.1,1,6,-2.584962501,0.139888856
3529,LOC_Os06g07490.1,1,6,-2.584962501,0.139888856
3530,LOC_Os04g33500.1,1,6,-2.584962501,0.139888856
3531,LOC_Os08g06500.1,1,6,-2.584962501,0.139888856
3532,LOC_Os04g41020.1,1,6,-2.584962501,0.139888856
3533,LOC_Os04g44980.1,1,6,-2.584962501,0.139888856
3534,LOC_Os07g28820.1,1,6,-2.584962501,0.139888856
3535,LOC_Os10g36880.1,1,6,-2.584962501,0.139888856
3536,LOC_Os08g03520.1,1,6,-2.584962501,0.139888856
3537,LOC_Os03g46600.1,1,6,-2.584962501,0.139888856
3538,LOC_Os03g61570.2,1,6,-2.584962501,0.139888856
3539,LOC_Os02g52744.1,1,6,-2.584962501,0.139888856
3540,LOC_Os03g56850.1,1,6,-2.584962501,0.139888856
3541,LOC_Os05g50810.2,1,6,-2.584962501,0.139888856
3542,LOC_Os10g41310.1,1,6,-2.584962501,0.139888856
3543,LOC_Os02g46460.1,1,6,-2.584962501,0.139888856
3544,LOC_Os02g39570.4,1,6,-2.584962501,0.139888856
3545,LOC_Os02g02400.3,1,6,-2.584962501,0.139888856
3546,LOC_Os08g38900.2,1,6,-2.584962501,0.139888856
3547,LOC_Os04g51580.1,1,6,-2.584962501,0.139888856
3548,LOC_Os01g66120.1,1,6,-2.584962501,0.139888856
3549,LOC_Os06g04510.2,1,6,-2.584962501,0.139888856
3550,LOC_Os04g33590.1,1,6,-2.584962501,0.139888856
3551,LOC_Os10g41200.1,1,6,-2.584962501,0.139888856
3552,LOC_Os12g37939.1,1,6,-2.584962501,0.139888856
3553,LOC_Os01g45380.1,1,6,-2.584962501,0.139888856
3554,LOC_Os03g60120.1,1,6,-2.584962501,0.139888856
3555,LOC_Os01g65830.1,1,6,-2.584962501,0.139888856
3556,LOC_Os07g40290.1,1,6,-2.584962501,0.139888856
3557,LOC_Os04g14840.1,1,6,-2.584962501,0.139888856
3558,LOC_Os01g07760.1,45,40,0.16992500100000002,0.12806637199999998
3559,LOC_Os05g50550.1,14,9,0.6374299210000001,0.142743641
3560,LOC_Os07g38270.1,14,9,0.6374299210000001,0.142743641
3561,LOC_Os04g44060.1,14,9,0.6374299210000001,0.142743641
3562,LOC_Os11g10980.1,14,9,0.6374299210000001,0.142743641
3563,LOC_Os03g57100.1,14,9,0.6374299210000001,0.142743641
3564,LOC_Os03g50350.1,14,9,0.6374299210000001,0.142743641
3565,LOC_Os06g47860.1,14,9,0.6374299210000001,0.142743641
3566,LOC_Os09g26190.1,14,9,0.6374299210000001,0.142743641
3805,LOC_Os11g24560.1,34,58,-0.770518154,0.143141021
3806,LOC_Os08g39080.1,17,12,0.502500341,0.139039225
3807,LOC_Os08g18044.1,17,12,0.502500341,0.139039225
3808,LOC_Os02g32730.1,17,12,0.502500341,0.139039225
3809,LOC_Os01g53720.2,17,12,0.502500341,0.139039225
3810,LOC_Os01g49690.1,17,12,0.502500341,0.139039225
3811,LOC_Os04g13470.1,17,12,0.502500341,0.139039225
3812,LOC_Os02g47870.1,17,12,0.502500341,0.139039225
3813,LOC_Os06g09390.1,61,97,-0.669175505,0.128987695
3814,LOC_Os05g49760.1,42,70,-0.7369655940000001,0.12950735300000002
3815,LOC_Os08g02210.2,21,15,0.485426827,0.13029785
3816,LOC_Os03g45770.2,21,15,0.485426827,0.13029785
3817,LOC_Os01g68324.3,21,15,0.485426827,0.13029785
3818,LOC_Os03g49900.1,21,15,0.485426827,0.13029785
3819,LOC_Os07g32230.1,21,15,0.485426827,0.13029785
3820,LOC_Os10g39910.1,21,15,0.485426827,0.13029785
3821,LOC_Os05g06430.2,35,29,0.271302022,0.130771458
3822,LOC_Os07g30970.2,26,21,0.308122295,0.145487906
3823,LOC_Os07g39630.1,26,21,0.308122295,0.145487906
3824,LOC_Os02g11840.2,26,21,0.308122295,0.145487906
3825,LOC_Os04g54500.1,16,32,-1.0,0.14585098400000002
3826,LOC_Os03g55389.1,43,38,0.178337241,0.146061268
3827,LOC_Os11g04670.2,6,16,-1.415037499,0.132697659
3828,LOC_Os04g40310.1,6,16,-1.415037499,0.132697659
3829,LOC_Os03g07910.1,6,16,-1.415037499,0.132697659
3830,LOC_Os02g10130.1,6,16,-1.415037499,0.132697659
3831,LOC_Os03g34300.2,6,16,-1.415037499,0.132697659
3832,LOC_Os03g53250.1,6,16,-1.415037499,0.132697659
3833,LOC_Os12g34124.1,6,16,-1.415037499,0.132697659
3834,LOC_Os01g04020.1,13,27,-1.0544477840000002,0.151877061
3835,LOC_Os04g39270.1,7,17,-1.280107919,0.15217202400000002
3836,LOC_Os02g55440.2,7,17,-1.280107919,0.15217202400000002
3837,LOC_Os04g50880.1,7,17,-1.280107919,0.15217202400000002
3838,LOC_Os01g74190.1,7,17,-1.280107919,0.15217202400000002
3839,LOC_Os02g41630.2,7,17,-1.280107919,0.15217202400000002
3840,LOC_Os04g34440.1,8,4,1.0,0.151564778
3841,LOC_Os08g44340.1,8,4,1.0,0.151564778
3842,LOC_Os03g25770.1,8,4,1.0,0.151564778
3843,LOC_Os01g25330.1,8,4,1.0,0.151564778
3844,LOC_Os02g38080.1,8,4,1.0,0.151564778
3845,LOC_Os10g26140.3,8,4,1.0,0.151564778
3846,LOC_Os01g04630.1,8,4,1.0,0.151564778
3847,LOC_Os10g28350.1,8,4,1.0,0.151564778
3848,LOC_Os06g36990.1,8,4,1.0,0.151564778
3849,LOC_Os04g33460.1,8,4,1.0,0.151564778
3850,LOC_Os06g06120.1,8,4,1.0,0.151564778
3851,LOC_Os08g40110.2,8,4,1.0,0.151564778
3852,LOC_Os11g34150.2,8,4,1.0,0.151564778
3853,LOC_Os03g57160.1,8,4,1.0,0.151564778
3854,LOC_Os02g07160.1,8,4,1.0,0.151564778
3855,LOC_Os06g04600.1,8,4,1.0,0.151564778
3856,LOC_Os02g15580.3,8,4,1.0,0.151564778
3857,LOC_Os07g07470.1,8,4,1.0,0.151564778
3858,LOC_Os01g56470.1,8,4,1.0,0.151564778
3859,LOC_Os05g33644.1,8,4,1.0,0.151564778
3860,LOC_Os05g51630.1,8,4,1.0,0.151564778
3861,LOC_Os12g02660.2,8,4,1.0,0.151564778
3862,LOC_Os04g36620.1,8,4,1.0,0.151564778
3863,LOC_Os01g64970.1,8,4,1.0,0.151564778
3864,LOC_Os04g56480.1,8,4,1.0,0.151564778
3865,LOC_Os07g46690.1,8,4,1.0,0.151564778
3866,LOC_Os06g04820.1,8,4,1.0,0.151564778
3867,LOC_Os12g37710.1,8,4,1.0,0.151564778
3868,LOC_Os08g25734.1,50,46,0.120294234,0.151428704
3869,LOC_Os08g25390.1,25,45,-0.8479969070000001,0.149281879
3870,LOC_Os08g33370.2,25,45,-0.8479969070000001,0.149281879
3871,LOC_Os01g02720.1,6,2,1.584962501,0.150918038
3872,LOC_Os07g27110.1,6,2,1.584962501,0.150918038
3873,LOC_Os07g26210.2,6,2,1.584962501,0.150918038
3874,LOC_Os01g64030.2,6,2,1.584962501,0.150918038
3875,LOC_Os08g03650.1,6,2,1.584962501,0.150918038
3876,LOC_Os03g22050.1,6,2,1.584962501,0.150918038
3877,LOC_Os06g38550.1,6,2,1.584962501,0.150918038
3878,LOC_Os05g01490.1,6,2,1.584962501,0.150918038
3879,LOC_Os03g04980.1,6,2,1.584962501,0.150918038
3880,LOC_Os06g40490.1,6,2,1.584962501,0.150918038
3881,LOC_Os03g44800.1,6,2,1.584962501,0.150918038
3882,LOC_Os08g27824.1,6,2,1.584962501,0.150918038
3883,LOC_Os03g55784.1,6,2,1.584962501,0.150918038
3884,LOC_Os01g57066.1,6,2,1.584962501,0.150918038
3885,LOC_Os02g35660.1,6,2,1.584962501,0.150918038
3886,LOC_Os02g14290.1,6,2,1.584962501,0.150918038
3887,LOC_Os06g33180.2,6,2,1.584962501,0.150918038
3888,LOC_Os07g08440.1,6,2,1.584962501,0.150918038
3889,LOC_Os06g45860.1,6,2,1.584962501,0.150918038
3890,LOC_Os10g35920.1,6,2,1.584962501,0.150918038
3891,LOC_Os07g06550.1,6,2,1.584962501,0.150918038
3892,LOC_Os05g45900.1,6,2,1.584962501,0.150918038
3893,LOC_Os11g11320.1,6,2,1.584962501,0.150918038
3894,LOC_Os01g54480.1,6,2,1.584962501,0.150918038
3895,LOC_Os12g08090.1,6,2,1.584962501,0.150918038
3896,LOC_Os05g02940.1,6,2,1.584962501,0.150918038
3897,LOC_Os08g16910.1,6,2,1.584962501,0.150918038
3898,LOC_Os01g22870.1,6,2,1.584962501,0.150918038
3899,LOC_Os01g07950.1,6,2,1.584962501,0.150918038
3900,LOC_Os01g61010.1,6,2,1.584962501,0.150918038
3901,LOC_Os01g01450.2,6,2,1.584962501,0.150918038
3902,LOC_Os01g46710.1,6,2,1.584962501,0.150918038
3903,LOC_Os01g12550.1,6,2,1.584962501,0.150918038
3904,LOC_Os03g23970.1,6,2,1.584962501,0.150918038
3905,LOC_Os03g50325.1,6,2,1.584962501,0.150918038
3906,LOC_Os01g17010.1,6,2,1.584962501,0.150918038
3907,LOC_Os11g10520.3,6,2,1.584962501,0.150918038
3908,LOC_Os06g14400.1,6,2,1.584962501,0.150918038
3909,LOC_Os04g39864.2,6,2,1.584962501,0.150918038
3910,LOC_Os09g13610.1,6,2,1.584962501,0.150918038
3911,LOC_Os02g55170.1,6,2,1.584962501,0.150918038
3912,LOC_Os01g59930.1,6,2,1.584962501,0.150918038
3913,LOC_Os01g40980.1,6,2,1.584962501,0.150918038
3914,LOC_Os07g01880.1,6,2,1.584962501,0.150918038
3915,LOC_Os07g10890.2,6,2,1.584962501,0.150918038
3916,LOC_Os04g57640.1,6,2,1.584962501,0.150918038
3917,LOC_Os08g29650.1,6,2,1.584962501,0.150918038
3918,LOC_Os01g46926.2,6,2,1.584962501,0.150918038
3919,LOC_Os05g12170.4,6,2,1.584962501,0.150918038
3920,LOC_Os03g60710.1,6,2,1.584962501,0.150918038
3921,LOC_Os10g38960.1,6,2,1.584962501,0.150918038
3922,LOC_Os05g07070.5,6,2,1.584962501,0.150918038
3923,LOC_Os03g38590.1,6,2,1.584962501,0.150918038
3924,LOC_Os03g02640.1,6,2,1.584962501,0.150918038
3925,LOC_Os06g48030.1,6,2,1.584962501,0.150918038
3926,LOC_Os04g51410.1,6,2,1.584962501,0.150918038
3927,LOC_Os07g14850.1,6,2,1.584962501,0.150918038
3928,LOC_Os07g31380.1,22,17,0.371968777,0.149686273
3929,LOC_Os03g01100.1,22,17,0.371968777,0.149686273
3930,LOC_Os09g32820.1,22,17,0.371968777,0.149686273
3931,LOC_Os09g28570.1,22,17,0.371968777,0.149686273
3932,LOC_Os06g05880.1,57,53,0.10496956,0.150027312
3933,LOC_Os05g06770.1,18,13,0.469485283,0.150118628
3934,LOC_Os02g18550.1,18,13,0.469485283,0.150118628
3935,LOC_Os09g36680.1,18,13,0.469485283,0.150118628
3936,LOC_Os01g59080.1,32,27,0.245112498,0.150731497
3937,LOC_Os03g55970.1,10,22,-1.137503524,0.15507283800000002
3938,LOC_Os11g04070.1,10,22,-1.137503524,0.15507283800000002
3939,LOC_Os05g46220.1,10,22,-1.137503524,0.15507283800000002
3940,LOC_Os03g22890.2,10,22,-1.137503524,0.15507283800000002
3941,LOC_Os10g27050.1,10,22,-1.137503524,0.15507283800000002
3942,LOC_Os03g11720.1,10,22,-1.137503524,0.15507283800000002
3943,LOC_Os03g53600.1,10,22,-1.137503524,0.15507283800000002
3944,LOC_Os02g51670.1,56,89,-0.668378509,0.155639741
3945,LOC_Os09g34910.1,26,46,-0.823122238,0.15582443
3946,LOC_Os03g58230.1,33,28,0.237039197,0.156749856
3947,LOC_Os03g45320.1,33,28,0.237039197,0.156749856
3948,LOC_Os02g49090.2,33,28,0.237039197,0.156749856
3949,LOC_Os05g23600.2,33,28,0.237039197,0.156749856
3950,LOC_Os02g48620.1,43,71,-0.723482365,0.157348212
3951,LOC_Os06g43270.1,15,10,0.584962501,0.158450091
3952,LOC_Os12g07220.1,15,10,0.584962501,0.158450091
3953,LOC_Os02g55560.2,15,10,0.584962501,0.158450091
3954,LOC_Os03g58840.1,15,10,0.584962501,0.158450091
3955,LOC_Os02g02360.1,15,10,0.584962501,0.158450091
3956,LOC_Os07g47350.1,15,10,0.584962501,0.158450091
3957,LOC_Os01g69990.1,15,10,0.584962501,0.158450091
3958,LOC_Os05g48500.3,15,10,0.584962501,0.158450091
3959,LOC_Os01g69120.2,15,10,0.584962501,0.158450091
3960,LOC_Os06g51084.1,23,18,0.353636955,0.158394263
3961,LOC_Os05g12260.1,23,18,0.353636955,0.158394263
3962,LOC_Os01g22900.1,23,18,0.353636955,0.158394263
3963,LOC_Os12g03880.1,22,40,-0.8624964759999999,0.160816402
3964,LOC_Os01g68750.1,19,14,0.440572591,0.161537614
3965,LOC_Os10g21190.1,19,14,0.440572591,0.161537614
3966,LOC_Os05g49230.1,19,14,0.440572591,0.161537614
3967,LOC_Os07g01090.1,19,14,0.440572591,0.161537614
3968,LOC_Os03g63010.1,19,14,0.440572591,0.161537614
3969,LOC_Os12g38110.1,27,23,0.231325546,0.201751062
3970,LOC_Os12g04220.1,27,23,0.231325546,0.201751062
3971,LOC_Os03g20370.1,27,23,0.231325546,0.201751062
3972,LOC_Os07g07490.2,27,23,0.231325546,0.201751062
3973,LOC_Os01g13370.1,17,13,0.387023123,0.202118681
3974,LOC_Os02g49600.1,17,13,0.387023123,0.202118681
3975,LOC_Os01g68330.1,17,13,0.387023123,0.202118681
3976,LOC_Os07g46720.1,17,13,0.387023123,0.202118681
3977,LOC_Os04g43916.1,17,13,0.387023123,0.202118681
3978,LOC_Os01g70780.1,17,13,0.387023123,0.202118681
3979,LOC_Os05g35530.1,17,13,0.387023123,0.202118681
3980,LOC_Os09g32800.1,17,13,0.387023123,0.202118681
3981,LOC_Os06g01390.1,46,42,0.131244533,0.16378203
3982,LOC_Os01g01150.2,5,13,-1.378511623,0.16361723
3983,LOC_Os06g07820.1,5,13,-1.378511623,0.16361723
3984,LOC_Os06g02019.1,5,13,-1.378511623,0.16361723
3985,LOC_Os07g07050.1,5,13,-1.378511623,0.16361723
3986,LOC_Os02g54090.1,5,13,-1.378511623,0.16361723
3987,LOC_Os09g38070.1,5,13,-1.378511623,0.16361723
3988,LOC_Os03g10640.1,5,13,-1.378511623,0.16361723
3989,LOC_Os03g04000.1,5,13,-1.378511623,0.16361723
3990,LOC_Os03g20900.1,5,13,-1.378511623,0.16361723
3991,LOC_Os04g54640.1,5,13,-1.378511623,0.16361723
3992,LOC_Os04g59550.5,5,13,-1.378511623,0.16361723
3993,LOC_Os03g61260.4,5,13,-1.378511623,0.16361723
3994,LOC_Os06g36090.1,5,13,-1.378511623,0.16361723
3995,LOC_Os07g36250.2,2,8,-2.0,0.201480186
3996,LOC_Os07g03130.1,2,8,-2.0,0.201480186
3997,LOC_Os01g07740.3,2,8,-2.0,0.201480186
3998,LOC_Os03g02240.1,2,8,-2.0,0.201480186
3999,LOC_Os02g48640.1,2,8,-2.0,0.201480186
4000,LOC_Os03g60350.1,2,8,-2.0,0.201480186
4001,LOC_Os03g06520.1,2,8,-2.0,0.201480186
4002,LOC_Os03g20860.1,2,8,-2.0,0.201480186
4003,LOC_Os01g52050.1,2,8,-2.0,0.201480186
4004,LOC_Os03g17000.2,2,8,-2.0,0.201480186
4005,LOC_Os02g06910.1,2,8,-2.0,0.201480186
4006,LOC_Os01g59060.1,2,8,-2.0,0.201480186
4007,LOC_Os03g29460.1,2,8,-2.0,0.201480186
4008,LOC_Os02g19140.1,2,8,-2.0,0.201480186
4009,LOC_Os11g33090.1,2,8,-2.0,0.201480186
4010,LOC_Os07g43330.1,2,8,-2.0,0.201480186
4011,LOC_Os03g03450.1,2,8,-2.0,0.201480186
4012,LOC_Os03g13000.1,2,8,-2.0,0.201480186
4013,LOC_Os02g33149.1,2,8,-2.0,0.201480186
4014,LOC_Os02g53750.1,2,8,-2.0,0.201480186
4015,LOC_Os09g25550.1,2,8,-2.0,0.201480186
4016,LOC_Os09g40000.3,2,8,-2.0,0.201480186
4017,LOC_Os02g40030.1,2,8,-2.0,0.201480186
4018,LOC_Os05g09630.1,2,8,-2.0,0.201480186
4019,LOC_Os05g28520.2,2,8,-2.0,0.201480186
4020,LOC_Os02g50100.1,2,8,-2.0,0.201480186
4021,LOC_Os03g62750.4,2,8,-2.0,0.201480186
4022,LOC_Os04g36859.1,2,8,-2.0,0.201480186
4023,LOC_Os05g32320.1,2,8,-2.0,0.201480186
4024,LOC_Os03g38930.1,2,8,-2.0,0.201480186
4025,LOC_Os03g63490.1,2,8,-2.0,0.201480186
4026,LOC_Os06g08400.1,2,8,-2.0,0.201480186
4027,LOC_Os07g35290.1,2,8,-2.0,0.201480186
4028,LOC_Os06g48650.1,2,8,-2.0,0.201480186
4029,LOC_Os06g44270.1,2,8,-2.0,0.201480186
4030,LOC_Os04g46940.1,2,8,-2.0,0.201480186
4031,LOC_Os02g22480.1,2,8,-2.0,0.201480186
4032,LOC_Os11g42350.2,2,8,-2.0,0.201480186
4033,LOC_Os06g36400.1,2,8,-2.0,0.201480186
4034,LOC_Os02g06640.1,2,8,-2.0,0.201480186
4035,LOC_Os02g29030.1,2,8,-2.0,0.201480186
4036,LOC_Os02g32350.1,2,8,-2.0,0.201480186
4037,LOC_Os03g14450.2,2,8,-2.0,0.201480186
4038,LOC_Os05g44310.1,2,8,-2.0,0.201480186
4039,LOC_Os04g20960.1,2,8,-2.0,0.201480186
4040,LOC_Os03g57680.1,2,8,-2.0,0.201480186
4041,LOC_Os01g28500.1,2,8,-2.0,0.201480186
4042,LOC_Os02g52340.1,5,14,-1.485426827,0.16452913800000002
4043,LOC_Os03g61730.1,5,14,-1.485426827,0.16452913800000002
4044,LOC_Os04g31040.1,5,14,-1.485426827,0.16452913800000002
