Unnamed: 0,GeneNames,value1,value2,log2FC,p-value
7769,LOC_Os12g08800.1,2,6,-1.584962501,0.311186143
7770,LOC_Os05g42330.1,2,6,-1.584962501,0.311186143
7771,LOC_Os05g51190.5,2,6,-1.584962501,0.311186143
7772,LOC_Os01g08510.1,2,6,-1.584962501,0.311186143
7773,LOC_Os07g39980.1,2,6,-1.584962501,0.311186143
7774,LOC_Os02g09130.1,2,6,-1.584962501,0.311186143
7775,LOC_Os03g04270.1,2,6,-1.584962501,0.311186143
7776,LOC_Os05g37970.3,2,6,-1.584962501,0.311186143
7777,LOC_Os05g01990.1,2,6,-1.584962501,0.311186143
7778,LOC_Os12g43880.1,2,6,-1.584962501,0.311186143
7779,LOC_Os03g14580.1,2,6,-1.584962501,0.311186143
7780,LOC_Os10g41510.1,2,6,-1.584962501,0.311186143
7781,LOC_Os06g13820.1,2,6,-1.584962501,0.311186143
7782,LOC_Os07g10770.1,2,6,-1.584962501,0.311186143
7783,LOC_Os10g42439.1,2,6,-1.584962501,0.311186143
7784,LOC_Os02g54130.3,2,6,-1.584962501,0.311186143
7785,LOC_Os05g44770.1,2,6,-1.584962501,0.311186143
7786,LOC_Os05g31210.1,2,6,-1.584962501,0.311186143
7787,LOC_Os10g16880.1,2,6,-1.584962501,0.311186143
7788,LOC_Os09g03870.1,2,6,-1.584962501,0.311186143
7789,LOC_Os10g21396.1,2,6,-1.584962501,0.311186143
7790,LOC_Os02g58560.1,24,25,-0.05889368900000001,0.567751853
7791,LOC_Os01g11230.2,37,40,-0.112474729,0.5680721320000001
7792,LOC_Os01g54390.1,2,7,-1.807354922,0.3149741
7793,LOC_Os07g10256.1,2,7,-1.807354922,0.3149741
7794,LOC_Os06g50130.1,2,7,-1.807354922,0.3149741
7795,LOC_Os06g03540.1,2,7,-1.807354922,0.3149741
7796,LOC_Os03g62420.1,2,7,-1.807354922,0.3149741
7797,LOC_Os08g42420.3,2,7,-1.807354922,0.3149741
7798,LOC_Os07g43390.1,2,7,-1.807354922,0.3149741
7799,LOC_Os05g25780.1,2,7,-1.807354922,0.3149741
7800,LOC_Os01g41610.1,2,7,-1.807354922,0.3149741
7801,LOC_Os01g57968.1,2,7,-1.807354922,0.3149741
7802,LOC_Os06g30640.1,2,7,-1.807354922,0.3149741
7803,LOC_Os07g46600.1,2,7,-1.807354922,0.3149741
7804,LOC_Os04g44300.1,2,7,-1.807354922,0.3149741
7805,LOC_Os11g48090.4,2,7,-1.807354922,0.3149741
7806,LOC_Os03g53900.4,2,7,-1.807354922,0.3149741
7807,LOC_Os02g52470.2,2,7,-1.807354922,0.3149741
7808,LOC_Os07g32560.1,2,7,-1.807354922,0.3149741
7809,LOC_Os09g19900.1,2,7,-1.807354922,0.3149741
7810,LOC_Os01g71050.1,2,7,-1.807354922,0.3149741
7811,LOC_Os01g62420.3,2,7,-1.807354922,0.3149741
7812,LOC_Os03g49620.8,2,7,-1.807354922,0.3149741
7813,LOC_Os03g18380.1,2,7,-1.807354922,0.3149741
7814,LOC_Os02g54010.1,2,7,-1.807354922,0.3149741
7815,LOC_Os12g07120.1,2,7,-1.807354922,0.3149741
7816,LOC_Os10g41790.1,2,7,-1.807354922,0.3149741
7817,LOC_Os11g16550.1,2,7,-1.807354922,0.3149741
7818,LOC_Os01g32790.1,2,7,-1.807354922,0.3149741
7819,LOC_Os03g06390.1,2,7,-1.807354922,0.3149741
7820,LOC_Os05g40980.2,2,7,-1.807354922,0.3149741
7821,LOC_Os06g44790.1,2,7,-1.807354922,0.3149741
7822,LOC_Os01g12230.1,2,7,-1.807354922,0.3149741
7823,LOC_Os02g47360.1,2,7,-1.807354922,0.3149741
7824,LOC_Os01g02740.1,2,7,-1.807354922,0.3149741
7825,LOC_Os10g33900.1,2,7,-1.807354922,0.3149741
7826,LOC_Os04g56710.1,2,7,-1.807354922,0.3149741
7827,LOC_Os03g61600.1,2,7,-1.807354922,0.3149741
7828,LOC_Os03g08480.1,2,7,-1.807354922,0.3149741
7829,LOC_Os08g07440.1,2,7,-1.807354922,0.3149741
7830,LOC_Os04g40740.3,2,7,-1.807354922,0.3149741
7831,LOC_Os04g16722.1,2,7,-1.807354922,0.3149741
7832,LOC_Os11g05050.1,2,7,-1.807354922,0.3149741
7833,LOC_Os11g14180.1,2,7,-1.807354922,0.3149741
7834,LOC_Os06g39708.1,2,7,-1.807354922,0.3149741
7835,LOC_Os01g50160.1,2,7,-1.807354922,0.3149741
7836,LOC_Os01g21120.1,2,7,-1.807354922,0.3149741
7837,LOC_Os12g19810.1,2,7,-1.807354922,0.3149741
7838,LOC_Os10g34170.1,2,7,-1.807354922,0.3149741
7839,LOC_Os12g39930.1,2,7,-1.807354922,0.3149741
7840,LOC_Os02g43830.1,18,17,0.08246216,0.497227841
7841,LOC_Os07g26660.1,18,17,0.08246216,0.497227841
7842,LOC_Os03g62730.3,18,17,0.08246216,0.497227841
7843,LOC_Os12g42850.1,18,17,0.08246216,0.497227841
7844,LOC_Os10g38060.1,18,17,0.08246216,0.497227841
7845,LOC_Os05g33820.1,18,17,0.08246216,0.497227841
7846,LOC_Os03g03260.1,18,17,0.08246216,0.497227841
7847,LOC_Os09g12560.1,18,17,0.08246216,0.497227841
7848,LOC_Os02g03850.1,18,17,0.08246216,0.497227841
7849,LOC_Os02g43860.1,18,17,0.08246216,0.497227841
7850,LOC_Os03g58700.1,27,29,-0.103093493,0.5941233
7851,LOC_Os02g01365.1,10,9,0.152003093,0.498595581
7852,LOC_Os12g25120.1,10,9,0.152003093,0.498595581
7853,LOC_Os04g54790.1,10,9,0.152003093,0.498595581
7854,LOC_Os06g41410.1,10,9,0.152003093,0.498595581
7855,LOC_Os04g58640.1,10,9,0.152003093,0.498595581
7856,LOC_Os06g06880.1,10,9,0.152003093,0.498595581
7857,LOC_Os01g64980.1,10,9,0.152003093,0.498595581
7858,LOC_Os05g10650.1,10,9,0.152003093,0.498595581
7859,LOC_Os06g49510.1,10,9,0.152003093,0.498595581
7860,LOC_Os10g01540.2,10,9,0.152003093,0.498595581
7861,LOC_Os03g48930.1,10,9,0.152003093,0.498595581
7862,LOC_Os08g20270.1,10,9,0.152003093,0.498595581
7863,LOC_Os01g16310.1,10,9,0.152003093,0.498595581
7864,LOC_Os12g07060.1,10,9,0.152003093,0.498595581
7865,LOC_Os01g73000.1,10,9,0.152003093,0.498595581
7866,LOC_Os01g11240.1,10,9,0.152003093,0.498595581
7867,LOC_Os03g24300.1,10,9,0.152003093,0.498595581
7868,LOC_Os03g32314.1,10,9,0.152003093,0.498595581
7869,LOC_Os01g74650.1,37,52,-0.490986353,0.594893394
7870,LOC_Os05g23620.2,33,31,0.090197809,0.31452071600000003
7871,LOC_Os01g49510.1,16,16,0.0,0.5958384720000001
7872,LOC_Os02g57390.1,16,16,0.0,0.5958384720000001
7873,LOC_Os02g37870.1,16,16,0.0,0.5958384720000001
7874,LOC_Os05g22260.1,16,16,0.0,0.5958384720000001
7875,LOC_Os02g52314.1,16,16,0.0,0.5958384720000001
7876,LOC_Os10g30750.1,16,16,0.0,0.5958384720000001
7877,LOC_Os02g10700.1,20,30,-0.584962501,0.570492129
7878,LOC_Os10g24810.1,20,30,-0.584962501,0.570492129
7879,LOC_Os02g34560.1,20,30,-0.584962501,0.570492129
7880,LOC_Os01g66170.1,5,9,-0.8479969070000001,0.5970370779999999
7881,LOC_Os03g31490.1,5,9,-0.8479969070000001,0.5970370779999999
7882,LOC_Os01g55300.2,5,9,-0.8479969070000001,0.5970370779999999
7883,LOC_Os01g70140.1,5,9,-0.8479969070000001,0.5970370779999999
7884,LOC_Os02g33820.1,5,9,-0.8479969070000001,0.5970370779999999
7885,LOC_Os02g55880.1,5,9,-0.8479969070000001,0.5970370779999999
7886,LOC_Os08g23680.2,5,9,-0.8479969070000001,0.5970370779999999
7887,LOC_Os03g08770.1,5,9,-0.8479969070000001,0.5970370779999999
7888,LOC_Os04g16760.1,5,9,-0.8479969070000001,0.5970370779999999
7889,LOC_Os08g20544.1,5,9,-0.8479969070000001,0.5970370779999999
7890,LOC_Os01g27020.2,5,9,-0.8479969070000001,0.5970370779999999
7891,LOC_Os10g33960.4,5,9,-0.8479969070000001,0.5970370779999999
7892,LOC_Os05g32630.1,5,9,-0.8479969070000001,0.5970370779999999
7893,LOC_Os11g31890.1,5,9,-0.8479969070000001,0.5970370779999999
7894,LOC_Os05g31750.1,5,9,-0.8479969070000001,0.5970370779999999
7895,LOC_Os12g04990.3,5,9,-0.8479969070000001,0.5970370779999999
7896,LOC_Os08g44870.3,5,9,-0.8479969070000001,0.5970370779999999
7897,LOC_Os04g36070.1,5,9,-0.8479969070000001,0.5970370779999999
7898,LOC_Os04g54440.3,5,9,-0.8479969070000001,0.5970370779999999
7899,LOC_Os03g56790.1,5,9,-0.8479969070000001,0.5970370779999999
7900,LOC_Os05g49220.2,5,9,-0.8479969070000001,0.5970370779999999
7901,LOC_Os06g22700.1,5,9,-0.8479969070000001,0.5970370779999999
7902,LOC_Os01g49350.1,5,9,-0.8479969070000001,0.5970370779999999
7903,LOC_Os06g03690.1,5,9,-0.8479969070000001,0.5970370779999999
7904,LOC_Os02g48740.1,5,9,-0.8479969070000001,0.5970370779999999
7905,LOC_Os02g32430.2,5,9,-0.8479969070000001,0.5970370779999999
7906,LOC_Os03g13380.1,55,76,-0.4665678,0.59813006
7907,LOC_Os04g51690.1,39,41,-0.072149786,0.500473237
7908,LOC_Os03g06680.1,7,13,-0.8930847959999999,0.501429804
7909,LOC_Os12g42230.1,7,13,-0.8930847959999999,0.501429804
7910,LOC_Os01g37690.1,7,13,-0.8930847959999999,0.501429804
7911,LOC_Os04g45040.3,7,13,-0.8930847959999999,0.501429804
7912,LOC_Os02g50320.2,7,13,-0.8930847959999999,0.501429804
7913,LOC_Os07g43560.1,7,13,-0.8930847959999999,0.501429804
7914,LOC_Os05g02130.1,7,13,-0.8930847959999999,0.501429804
7915,LOC_Os01g63820.2,7,13,-0.8930847959999999,0.501429804
7916,LOC_Os01g36890.2,7,13,-0.8930847959999999,0.501429804
7917,LOC_Os06g06980.3,7,13,-0.8930847959999999,0.501429804
7918,LOC_Os06g43840.1,7,13,-0.8930847959999999,0.501429804
7919,LOC_Os02g55340.1,28,30,-0.099535674,0.599330744
7920,LOC_Os01g08970.2,28,30,-0.099535674,0.599330744
7921,LOC_Os02g48560.1,70,102,-0.543142325,0.318891955
7922,LOC_Os08g04280.2,20,18,0.152003093,0.332548055
7923,LOC_Os03g20300.2,20,18,0.152003093,0.332548055
7924,LOC_Os03g12550.2,20,18,0.152003093,0.332548055
7925,LOC_Os06g44230.1,20,18,0.152003093,0.332548055
7926,LOC_Os01g13740.2,20,18,0.152003093,0.332548055
7927,LOC_Os12g39620.3,20,18,0.152003093,0.332548055
7928,LOC_Os03g08010.1,72,75,-0.05889368900000001,0.319541586
7929,LOC_Os02g46520.1,15,12,0.321928095,0.333256618
7930,LOC_Os07g12530.1,15,12,0.321928095,0.333256618
7931,LOC_Os04g47370.2,15,12,0.321928095,0.333256618
7932,LOC_Os08g40530.2,15,12,0.321928095,0.333256618
7933,LOC_Os08g41300.1,25,26,-0.056583528,0.574438079
7934,LOC_Os03g11570.1,14,14,0.0,0.575079876
7935,LOC_Os02g15660.1,14,14,0.0,0.575079876
7936,LOC_Os05g46560.2,14,14,0.0,0.575079876
7937,LOC_Os02g58620.1,14,14,0.0,0.575079876
7938,LOC_Os07g07270.1,14,14,0.0,0.575079876
7939,LOC_Os03g19930.4,14,14,0.0,0.575079876
7940,LOC_Os03g46710.1,14,14,0.0,0.575079876
7941,LOC_Os05g08980.1,14,14,0.0,0.575079876
7942,LOC_Os02g54500.1,14,14,0.0,0.575079876
7943,LOC_Os10g12354.1,14,14,0.0,0.575079876
7944,LOC_Os02g04040.1,13,20,-0.621488377,0.602142596
7945,LOC_Os09g35730.1,13,20,-0.621488377,0.602142596
7946,LOC_Os12g42300.1,13,20,-0.621488377,0.602142596
7947,LOC_Os03g11470.1,13,20,-0.621488377,0.602142596
7948,LOC_Os04g59130.1,13,23,-0.823122238,0.320040101
7949,LOC_Os09g24690.1,13,23,-0.823122238,0.320040101
7950,LOC_Os02g47180.2,13,23,-0.823122238,0.320040101
7951,LOC_Os03g11050.1,13,23,-0.823122238,0.320040101
7952,LOC_Os01g47770.2,2,1,1.0,0.589760571
7953,LOC_Os08g01980.1,2,1,1.0,0.589760571
7954,LOC_Os08g14490.1,2,1,1.0,0.589760571
7955,LOC_Os02g57030.1,2,1,1.0,0.589760571
7956,LOC_Os06g44910.1,2,1,1.0,0.589760571
7957,LOC_Os12g16520.1,2,1,1.0,0.589760571
7958,LOC_Os05g24000.1,2,1,1.0,0.589760571
7959,LOC_Os12g01240.1,2,1,1.0,0.589760571
7960,LOC_Os05g43390.1,2,1,1.0,0.589760571
7961,LOC_Os01g63980.1,2,1,1.0,0.589760571
7962,LOC_Os05g41070.1,2,1,1.0,0.589760571
7963,LOC_Os04g40130.1,2,1,1.0,0.589760571
7964,LOC_Os06g49030.1,2,1,1.0,0.589760571
7965,LOC_Os09g36270.1,2,1,1.0,0.589760571
7966,LOC_Os01g07730.1,2,1,1.0,0.589760571
7967,LOC_Os01g55820.1,2,1,1.0,0.589760571
7968,LOC_Os01g46810.1,2,1,1.0,0.589760571
7969,LOC_Os04g01520.1,2,1,1.0,0.589760571
7970,LOC_Os03g59760.2,2,1,1.0,0.589760571
7971,LOC_Os07g44040.1,2,1,1.0,0.589760571
7972,LOC_Os05g04180.1,2,1,1.0,0.589760571
7973,LOC_Os07g28280.1,2,1,1.0,0.589760571
7974,LOC_Os02g04520.2,2,1,1.0,0.589760571
7975,LOC_Os05g41660.1,2,1,1.0,0.589760571
7976,LOC_Os07g32020.1,2,1,1.0,0.589760571
7977,LOC_Os05g51790.2,2,1,1.0,0.589760571
7978,LOC_Os07g31550.1,2,1,1.0,0.589760571
7979,LOC_Os03g01960.1,2,1,1.0,0.589760571
7980,LOC_Os01g64190.1,2,1,1.0,0.589760571
7981,LOC_Os05g01500.1,2,1,1.0,0.589760571
7982,LOC_Os01g60010.1,2,1,1.0,0.589760571
7983,LOC_Os11g28980.1,2,1,1.0,0.589760571
7984,LOC_Os03g08100.1,2,1,1.0,0.589760571
7985,LOC_Os07g05550.1,2,1,1.0,0.589760571
7986,LOC_Os01g12381.1,2,1,1.0,0.589760571
7987,LOC_Os11g29230.1,2,1,1.0,0.589760571
7988,LOC_Os05g43790.2,2,1,1.0,0.589760571
7989,LOC_Os02g53780.1,2,1,1.0,0.589760571
7990,LOC_Os05g22718.1,2,1,1.0,0.589760571
7991,LOC_Os01g14440.1,2,1,1.0,0.589760571
7992,LOC_Os02g44102.1,2,1,1.0,0.589760571
7993,LOC_Os01g12800.1,2,1,1.0,0.589760571
7994,LOC_Os12g39210.1,2,1,1.0,0.589760571
7995,LOC_Os01g48920.1,2,1,1.0,0.589760571
7996,LOC_Os11g39650.1,2,1,1.0,0.589760571
7997,LOC_Os01g49930.1,2,1,1.0,0.589760571
7998,LOC_Os04g33440.2,2,1,1.0,0.589760571
7999,LOC_Os07g06990.1,2,1,1.0,0.589760571
8000,LOC_Os01g07500.1,2,1,1.0,0.589760571
8001,LOC_Os10g38580.1,2,1,1.0,0.589760571
8002,LOC_Os07g07620.1,2,1,1.0,0.589760571
8003,LOC_Os08g13320.1,2,1,1.0,0.589760571
8004,LOC_Os01g01840.1,2,1,1.0,0.589760571
8005,LOC_Os03g26044.1,2,1,1.0,0.589760571
8006,LOC_Os01g56560.1,2,1,1.0,0.589760571
8007,LOC_Os06g45660.1,2,1,1.0,0.589760571
8008,LOC_Os09g24540.1,2,1,1.0,0.589760571
8009,LOC_Os05g46395.1,2,1,1.0,0.589760571
8010,LOC_Os06g46940.1,2,1,1.0,0.589760571
8011,LOC_Os06g19690.1,2,1,1.0,0.589760571
8012,LOC_Os01g59730.1,2,1,1.0,0.589760571
8013,LOC_Os04g53214.1,2,1,1.0,0.589760571
8014,LOC_Os03g18680.1,2,1,1.0,0.589760571
8015,LOC_Os12g44370.1,2,1,1.0,0.589760571
8016,LOC_Os08g04780.1,2,1,1.0,0.589760571
8017,LOC_Os04g46100.1,2,1,1.0,0.589760571
8018,LOC_Os02g09430.1,2,1,1.0,0.589760571
8019,LOC_Os05g36930.2,2,1,1.0,0.589760571
8020,LOC_Os12g32284.1,2,1,1.0,0.589760571
8021,LOC_Os01g53420.1,2,1,1.0,0.589760571
8022,LOC_Os07g13230.1,2,1,1.0,0.589760571
8023,LOC_Os05g40780.1,2,1,1.0,0.589760571
8024,LOC_Os06g07760.1,2,1,1.0,0.589760571
8025,LOC_Os08g41840.1,2,1,1.0,0.589760571
8026,LOC_Os09g35900.1,2,1,1.0,0.589760571
8027,LOC_Os02g45310.1,2,1,1.0,0.589760571
8028,LOC_Os12g38880.1,2,1,1.0,0.589760571
8029,LOC_Os01g08814.3,2,1,1.0,0.589760571
8030,LOC_Os01g53280.2,2,1,1.0,0.589760571
8031,LOC_Os03g45720.1,2,1,1.0,0.589760571
8032,LOC_Os08g38410.2,2,1,1.0,0.589760571
8033,LOC_Os10g17680.1,2,1,1.0,0.589760571
8034,LOC_Os07g17040.1,2,1,1.0,0.589760571
8035,LOC_Os06g04380.1,2,1,1.0,0.589760571
8036,LOC_Os10g37340.1,2,1,1.0,0.589760571
8037,LOC_Os10g11340.1,2,1,1.0,0.589760571
8038,LOC_Os03g25430.1,2,1,1.0,0.589760571
8039,LOC_Os07g23790.2,2,1,1.0,0.589760571
8040,LOC_Os02g09120.1,2,1,1.0,0.589760571
8041,LOC_Os09g39660.2,2,1,1.0,0.589760571
8042,LOC_Os10g38214.1,2,1,1.0,0.589760571
8043,LOC_Os04g34930.1,2,1,1.0,0.589760571
8044,LOC_Os02g35110.1,2,1,1.0,0.589760571
8045,LOC_Os01g13540.1,2,1,1.0,0.589760571
8046,LOC_Os03g11580.1,2,1,1.0,0.589760571
8047,LOC_Os03g12710.1,2,1,1.0,0.589760571
8048,LOC_Os03g15230.1,2,1,1.0,0.589760571
8049,LOC_Os06g29650.1,2,1,1.0,0.589760571
8050,LOC_Os06g17290.1,2,1,1.0,0.589760571
8051,LOC_Os06g45280.1,2,1,1.0,0.589760571
8052,LOC_Os10g21418.1,2,1,1.0,0.589760571
8053,LOC_Os11g39640.1,2,1,1.0,0.589760571
8054,LOC_Os03g09900.1,2,1,1.0,0.589760571
8055,LOC_Os10g21590.1,2,1,1.0,0.589760571
8056,LOC_Os04g42770.2,2,1,1.0,0.589760571
8057,LOC_Os09g30474.1,2,1,1.0,0.589760571
8058,LOC_Os07g46320.1,2,1,1.0,0.589760571
8059,LOC_Os11g11130.1,2,1,1.0,0.589760571
8060,LOC_Os03g36790.2,2,1,1.0,0.589760571
8061,LOC_Os03g50490.1,2,1,1.0,0.589760571
8062,LOC_Os02g56840.1,2,1,1.0,0.589760571
8063,LOC_Os03g14400.1,2,1,1.0,0.589760571
8064,LOC_Os07g36410.1,2,1,1.0,0.589760571
8065,LOC_Os07g12140.1,2,1,1.0,0.589760571
8066,LOC_Os04g49920.1,2,1,1.0,0.589760571
8067,LOC_Os01g37980.1,2,1,1.0,0.589760571
8068,LOC_Os10g34370.1,2,1,1.0,0.589760571
8069,LOC_Os02g44132.2,2,1,1.0,0.589760571
8070,LOC_Os01g61350.1,2,1,1.0,0.589760571
8071,LOC_Os05g02640.1,2,1,1.0,0.589760571
8072,LOC_Os01g51280.1,2,1,1.0,0.589760571
8073,LOC_Os02g39840.3,2,1,1.0,0.589760571
8074,LOC_Os12g41090.1,2,1,1.0,0.589760571
8075,LOC_Os02g47450.1,2,1,1.0,0.589760571
8076,LOC_Os07g34610.1,2,1,1.0,0.589760571
8077,LOC_Os06g43090.1,2,1,1.0,0.589760571
8078,LOC_Os01g06680.1,2,1,1.0,0.589760571
8079,LOC_Os10g33620.1,2,1,1.0,0.589760571
8080,LOC_Os11g17610.1,2,1,1.0,0.589760571
8081,LOC_Os08g06020.1,2,1,1.0,0.589760571
8082,LOC_Os05g23550.1,2,1,1.0,0.589760571
8083,LOC_Os05g48590.1,2,1,1.0,0.589760571
8084,LOC_Os09g38110.1,2,1,1.0,0.589760571
8085,LOC_Os09g20240.2,2,1,1.0,0.589760571
8086,LOC_Os01g37920.1,2,1,1.0,0.589760571
8087,LOC_Os03g17920.1,2,1,1.0,0.589760571
8088,LOC_Os01g09100.1,2,1,1.0,0.589760571
8089,LOC_Os01g73234.2,2,1,1.0,0.589760571
8090,LOC_Os01g59670.1,2,1,1.0,0.589760571
8091,LOC_Os12g42970.1,2,1,1.0,0.589760571
8092,LOC_Os01g72570.3,2,1,1.0,0.589760571
8093,LOC_Os03g18310.1,2,1,1.0,0.589760571
8094,LOC_Os01g65350.1,2,1,1.0,0.589760571
8095,LOC_Os12g10670.1,2,1,1.0,0.589760571
8096,LOC_Os07g07580.2,2,1,1.0,0.589760571
8097,LOC_Os01g39134.1,2,1,1.0,0.589760571
8098,LOC_Os01g07410.1,2,1,1.0,0.589760571
8099,LOC_Os01g70730.1,2,1,1.0,0.589760571
8100,LOC_Os02g56300.1,2,1,1.0,0.589760571
8101,LOC_Os11g34310.1,2,1,1.0,0.589760571
8102,LOC_Os03g64350.1,2,1,1.0,0.589760571
8103,LOC_Os05g41530.1,2,1,1.0,0.589760571
8104,LOC_Os01g72520.1,2,1,1.0,0.589760571
8105,LOC_Os03g11360.1,2,1,1.0,0.589760571
8106,LOC_Os05g06260.1,2,1,1.0,0.589760571
8107,LOC_Os03g03930.1,2,1,1.0,0.589760571
8108,LOC_Os11g40540.1,2,1,1.0,0.589760571
8109,LOC_Os12g06100.2,2,1,1.0,0.589760571
8110,LOC_Os04g52361.1,2,1,1.0,0.589760571
8111,LOC_Os01g56190.1,2,1,1.0,0.589760571
8112,LOC_Os03g56540.3,2,1,1.0,0.589760571
8113,LOC_Os02g16660.1,2,1,1.0,0.589760571
8114,LOC_Os02g08380.1,2,1,1.0,0.589760571
8115,LOC_Os06g37620.1,2,1,1.0,0.589760571
8116,LOC_Os03g04690.1,2,1,1.0,0.589760571
8117,LOC_Os02g53230.1,2,1,1.0,0.589760571
8118,LOC_Os06g37420.2,2,1,1.0,0.589760571
8119,LOC_Os08g12850.1,2,1,1.0,0.589760571
8120,LOC_Os01g12660.1,2,1,1.0,0.589760571
8121,LOC_Os11g02150.1,2,1,1.0,0.589760571
8122,LOC_Os05g03050.1,2,1,1.0,0.589760571
8123,LOC_Os05g28840.1,2,1,1.0,0.589760571
8124,LOC_Os10g21326.1,2,1,1.0,0.589760571
8125,LOC_Os11g01780.1,2,1,1.0,0.589760571
8126,LOC_Os03g09270.1,2,1,1.0,0.589760571
8127,LOC_Os01g54784.1,2,1,1.0,0.589760571
8128,LOC_Os03g02480.1,2,1,1.0,0.589760571
8129,LOC_Os03g54880.1,2,1,1.0,0.589760571
8130,LOC_Os07g17130.1,2,1,1.0,0.589760571
8131,LOC_Os05g37410.1,2,1,1.0,0.589760571
8132,LOC_Os02g26560.1,2,1,1.0,0.589760571
8133,LOC_Os09g38720.1,2,1,1.0,0.589760571
8134,LOC_Os02g51150.1,2,1,1.0,0.589760571
8135,LOC_Os03g37260.1,2,1,1.0,0.589760571
8136,LOC_Os05g37170.5,2,1,1.0,0.589760571
8137,LOC_Os05g09440.1,2,1,1.0,0.589760571
8138,LOC_Os04g24520.1,2,1,1.0,0.589760571
8139,LOC_Os08g12430.1,2,1,1.0,0.589760571
8140,LOC_Os07g07070.1,2,1,1.0,0.589760571
8141,LOC_Os04g27060.1,2,1,1.0,0.589760571
8142,LOC_Os05g40290.1,2,1,1.0,0.589760571
8143,LOC_Os05g35580.1,2,1,1.0,0.589760571
8144,LOC_Os02g38170.1,2,1,1.0,0.589760571
8145,LOC_Os03g10390.1,2,1,1.0,0.589760571
8146,LOC_Os10g34840.1,2,1,1.0,0.589760571
8147,LOC_Os01g10610.1,2,1,1.0,0.589760571
8148,LOC_Os11g03550.1,2,1,1.0,0.589760571
8149,LOC_Os04g54350.1,2,1,1.0,0.589760571
8150,LOC_Os11g36340.1,2,1,1.0,0.589760571
8151,LOC_Os04g48310.1,2,1,1.0,0.589760571
8152,LOC_Os05g29880.2,2,1,1.0,0.589760571
8153,LOC_Os09g27940.1,2,1,1.0,0.589760571
8154,LOC_Os03g22550.1,2,1,1.0,0.589760571
8155,LOC_Os02g20310.1,2,1,1.0,0.589760571
8156,LOC_Os03g53490.1,2,1,1.0,0.589760571
8157,LOC_Os03g18010.1,2,1,1.0,0.589760571
8158,LOC_Os02g44290.1,2,1,1.0,0.589760571
8159,LOC_Os01g42690.1,2,1,1.0,0.589760571
8160,LOC_Os01g62820.2,2,1,1.0,0.589760571
8161,LOC_Os10g42299.2,2,1,1.0,0.589760571
8162,LOC_Os11g02660.2,2,1,1.0,0.589760571
8163,LOC_Os04g53700.1,2,1,1.0,0.589760571
8164,LOC_Os09g36250.1,2,1,1.0,0.589760571
8165,LOC_Os02g17520.1,2,1,1.0,0.589760571
8166,LOC_Os01g10790.1,2,1,1.0,0.589760571
8167,LOC_Os06g37020.1,2,1,1.0,0.589760571
8168,LOC_Os02g34500.1,2,1,1.0,0.589760571
8169,LOC_Os03g09170.1,2,1,1.0,0.589760571
8170,LOC_Os07g32730.1,2,1,1.0,0.589760571
8171,LOC_Os07g11290.1,2,1,1.0,0.589760571
8172,LOC_Os10g33530.1,2,1,1.0,0.589760571
8173,LOC_Os06g42640.3,2,1,1.0,0.589760571
8174,LOC_Os03g26860.1,2,1,1.0,0.589760571
8175,LOC_Os07g15970.1,2,1,1.0,0.589760571
8176,LOC_Os04g55700.1,2,1,1.0,0.589760571
8177,LOC_Os10g10434.1,2,1,1.0,0.589760571
8178,LOC_Os04g52840.1,2,1,1.0,0.589760571
8179,LOC_Os12g42100.1,2,1,1.0,0.589760571
8180,LOC_Os01g53450.2,2,1,1.0,0.589760571
8181,LOC_Os12g39620.1,2,1,1.0,0.589760571
8182,LOC_Os10g41100.1,2,1,1.0,0.589760571
8183,LOC_Os04g57350.1,2,1,1.0,0.589760571
8184,LOC_Os01g40670.1,2,1,1.0,0.589760571
8185,LOC_Os12g44100.1,2,1,1.0,0.589760571
8186,LOC_Os02g09340.1,2,1,1.0,0.589760571
8187,LOC_Os11g23170.1,2,1,1.0,0.589760571
8188,LOC_Os01g50860.1,2,1,1.0,0.589760571
8189,LOC_Os01g57870.2,2,1,1.0,0.589760571
8190,LOC_Os01g70820.1,2,1,1.0,0.589760571
8191,LOC_Os11g31500.1,2,1,1.0,0.589760571
8192,LOC_Os01g54960.1,2,1,1.0,0.589760571
8193,LOC_Os07g27180.1,2,1,1.0,0.589760571
8194,LOC_Os02g42590.2,2,1,1.0,0.589760571
8195,LOC_Os02g42920.1,2,1,1.0,0.589760571
8196,LOC_Os06g47950.1,2,1,1.0,0.589760571
8197,LOC_Os07g08210.1,2,1,1.0,0.589760571
8198,LOC_Os11g18340.1,2,1,1.0,0.589760571
8199,LOC_Os03g13770.1,2,1,1.0,0.589760571
8200,LOC_Os06g40590.1,2,1,1.0,0.589760571
8201,LOC_Os06g15020.1,2,1,1.0,0.589760571
8202,LOC_Os11g30560.1,2,1,1.0,0.589760571
8203,LOC_Os04g02780.1,2,1,1.0,0.589760571
8204,LOC_Os01g17214.1,2,1,1.0,0.589760571
8205,LOC_Os10g39820.1,2,1,1.0,0.589760571
8206,LOC_Os12g03860.3,2,1,1.0,0.589760571
8207,LOC_Os02g26850.1,2,1,1.0,0.589760571
8208,LOC_Os02g10780.1,2,1,1.0,0.589760571
8209,LOC_Os03g58630.1,2,1,1.0,0.589760571
8210,LOC_Os06g39912.1,2,1,1.0,0.589760571
